"points","all_attributes","BranchNumber_ConsumerID"
"6048","0.2873677248677246","0.2873677248677246"
"12096","0.05621693121693122","0.05621693121693122"
"18144","0.2954695767195767","0.2954695767195767"
"24192","0.27744708994708994","0.27744708994708994"
"30240","0.07308201058201061","0.07308201058201061"
"36288","0.06944444444444442","0.06944444444444442"
"42336","0.04298941798941799","0.04298941798941799"
"48384","0.04910714285714287","0.04910714285714287"
"54432","0.0504298941798942","0.0504298941798942"
"60480","0.296957671957672","0.296957671957672"
"66528","0.25865575396825397","0.25865575396825397"
"72288","0.05885416666666663","0.05885416666666663"
"78048","0.04930555555555552","0.04930555555555552"
"83808","0.051041666666666624","0.051041666666666624"
"89568","0.06788194444444441","0.06788194444444441"
"95328","0.05572916666666667","0.05572916666666667"
"101088","0.3104166666666667","0.3104166666666667"
"106848","0.27135416666666673","0.27135416666666673"
"112608","0.051388888888888845","0.051388888888888845"
"118368","0.07048611111111105","0.07048611111111105"
"124128","0.06545138888888882","0.06545138888888882"
"129888","0.06840277777777773","0.06840277777777773"
"135648","0.06388888888888884","0.06388888888888884"
"141408","0.290277777777778","0.290277777777778"
"147168","0.2656250000000001","0.2656250000000001"
"152928","0.0553819444444444","0.0553819444444444"
"158688","0.055381944444444414","0.055381944444444414"
"164448","0.056597222222222174","0.056597222222222174"
"170208","0.05295138888888884","0.05295138888888884"
"175968","0.05329861111111109","0.05329861111111109"
"181728","0.3057291666666666","0.3057291666666666"
"187488","0.2753472222222222","0.2753472222222222"
"193248","0.050868055555555514","0.050868055555555514"
"199008","0.05052083333333332","0.05052083333333332"
"204768","0.05590277777777774","0.05590277777777774"
"210528","0.05190972222222218","0.05190972222222218"
"216288","0.058680555555555514","0.058680555555555514"
"222048","0.3130208333333336","0.3130208333333336"
"227808","0.2684027777777778","0.2684027777777778"
"233568","0.05104166666666661","0.05104166666666661"
"239328","0.05624999999999997","0.05624999999999997"
"245088","0.051215277777777735","0.051215277777777735"
"250848","0.06892361111111109","0.06892361111111109"
"256608","0.04461805555555551","0.04461805555555551"
"262368","0.30763888888888913","0.30763888888888913"
"268128","0.2725694444444445","0.2725694444444445"
"273888","0.055729166666666635","0.055729166666666635"
"279648","0.0548611111111111","0.0548611111111111"
"285408","0.061130059117780806","0.061130059117780806"
"291272","0.08101716508947072","0.08101716508947072"
"297320","0.04861111111111111","0.04861111111111111"
"303368","0.30753968253968245","0.30753968253968245"
"309416","0.2564484126984126","0.2564484126984126"
"315464","0.037863756613756655","0.037863756613756655"
"321512","0.049933862433862435","0.049933862433862435"
"327560","0.04960317460317462","0.04960317460317462"
"333608","0.09408068783068782","0.09408068783068782"
"339656","0.085978835978836","0.085978835978836"
"345704","0.31663359788359785","0.31663359788359785"
"351752","0.26868386243386233","0.26868386243386233"
"357800","0.06498015873015872","0.06498015873015872"
"363848","0.036706349206349215","0.036706349206349215"
"369896","0.05125661375661377","0.05125661375661377"
"375944","0.06051587301587302","0.06051587301587302"
"381992","0.03918650793650795","0.03918650793650795"
"388040","0.2883597883597882","0.2883597883597882"
"394088","0.24603174603174607","0.24603174603174607"
"400136","0.03984788359788361","0.03984788359788361"
"406184","0.04381613756613756","0.04381613756613756"
"412232","0.07374338624338626","0.07374338624338626"
"418280","0.08912037037037039","0.08912037037037039"
"424328","0.050099206349206345","0.050099206349206345"
"430376","0.322089947089947","0.322089947089947"
"436424","0.28736772486772477","0.28736772486772477"
"442472","0.0667989417989418","0.0667989417989418"
"448520","0.06547619047619048","0.06547619047619048"
"454568","0.05423280423280424","0.05423280423280424"
"460616","0.062003968253968256","0.062003968253968256"
"466664","0.05753968253968254","0.05753968253968254"
"472712","0.3257275132275132","0.3257275132275132"
"478760","0.302248677248677","0.302248677248677"
"484808","0.05241402116402114","0.05241402116402114"
"490856","0.07159391534391531","0.07159391534391531"
"496904","0.045469576719576715","0.045469576719576715"
"502952","0.05522486772486773","0.05522486772486773"
"509000","0.047123015873015865","0.047123015873015865"
"515048","0.3002645502645501","0.3002645502645501"
"521096","0.2835648148148149","0.2835648148148149"
"527144","0.05324074074074075","0.05324074074074075"
"533192","0.04927248677248678","0.04927248677248678"
"539240","0.04778439153439153","0.04778439153439153"
"545288","0.06729497354497357","0.06729497354497357"
"551336","0.05191798941798939","0.05191798941798939"
"557384","0.302579365079365","0.302579365079365"
"563432","0.006944444444444432","0.006944444444444432"
"569480","0.2865410052910053","0.2865410052910053"
"575528","0.05224867724867723","0.05224867724867723"
"581576","0.04910714285714286","0.04910714285714286"
"587624","0.07060185185185183","0.07060185185185183"
"593672","0.054232804232804216","0.054232804232804216"
"599720","0.29894179894179884","0.29894179894179884"
"605768","0.2557870370370369","0.2557870370370369"
"611816","0.052744708994709","0.052744708994709"
"617864","0.04596560846560845","0.04596560846560845"
"623912","0.0636574074074074","0.0636574074074074"
"629960","0.06134259259259259","0.06134259259259259"
"636008","0.05340608465608465","0.05340608465608465"
"642056","0.3058862433862435","0.3058862433862435"
"648104","0.28328186809148437","0.28328186809148437"
"654151","0.062242181614390976","0.062242181614390976"
"660199","0.060019841269841286","0.060019841269841286"
"666247","0.06531084656084656","0.06531084656084656"
"672295","0.06051587301587301","0.06051587301587301"
"678343","0.051421957671957653","0.051421957671957653"
"684391","0.30919312169312163","0.30919312169312163"
"690439","0.25297619047619035","0.25297619047619035"
"696487","0.0706018518518518","0.0706018518518518"
"702535","0.041335978835978816","0.041335978835978816"
"708583","0.08695569419317992","0.08695569419317992"
"714716","0.3077519755685009","0.3077519755685009"
"721052","0.3338068181818184","0.3338068181818184"
"727388","0.33854166666666685","0.33854166666666685"
"733724","0.26878156565656564","0.26878156565656564"
"740060","0.05303030303030304","0.05303030303030304"
"746396","0.0494002525252525","0.0494002525252525"
"752732","0.050662878787878785","0.050662878787878785"
"759068","0.05208333333333331","0.05208333333333331"
"765404","0.04308712121212119","0.04308712121212119"
"771740","0.3006628787878788","0.3006628787878788"
"778076","0.262784090909091","0.262784090909091"
"784412","0.038352272727272735","0.038352272727272735"
"790748","0.0669191919191919","0.0669191919191919"
"797084","0.29924242424242437","0.29924242424242437"
"803420","0.32070707070707083","0.32070707070707083"
"809756","0.06250000000000001","0.06250000000000001"
"816092","0.32702020202020216","0.32702020202020216"
"822428","0.2760416666666668","0.2760416666666668"
"828764","0.05176767676767675","0.05176767676767675"
"835100","0.045296717171717196","0.045296717171717196"
"841436","0.04103535353535355","0.04103535353535355"
"847772","0.06234217171717171","0.06234217171717171"
"854108","0.05666035353535353","0.05666035353535353"
"860444","0.326862373737374","0.326862373737374"
"866780","0.0026830808080808115","0.0026830808080808115"
"873116","0.3104482323232325","0.3104482323232325"
"879452","0.061237373737373736","0.061237373737373736"
"885788","0.03787878787878787","0.03787878787878787"
"892124","0.05176767676767676","0.05176767676767676"
"898460","0.05855429292929292","0.05855429292929292"
"904796","0.32417929292929315","0.32417929292929315"
"911132","0.279513888888889","0.279513888888889"
"917468","0.06991792929292931","0.06991792929292931"
"923804","0.05239898989898987","0.05239898989898987"
"930140","0.04466540404040405","0.04466540404040405"
"936476","0.05176767676767676","0.05176767676767676"
"942812","0.04750631313131311","0.04750631313131311"
"949148","0.30239898989899","0.30239898989899"
"955484","0.26846590909090917","0.26846590909090917"
"961820","0.04703282828282824","0.04703282828282824"
"968156","0.04577020202020204","0.04577020202020204"
"974492","0.04119318181818183","0.04119318181818183"
"980828","0.05034722222222221","0.05034722222222221"
"987164","0.060763888888888846","0.060763888888888846"
"993500","0.3470643939393941","0.3470643939393941"
"999836","0.28566919191919193","0.28566919191919193"
"1006172","0.05571338383838382","0.05571338383838382"
"1012508","0.04229797979797979","0.04229797979797979"
"1018844","0.08964646464646471","0.08964646464646471"
"1025180","0.07244318181818184","0.07244318181818184"
"1031516","0.06549873737373736","0.06549873737373736"
"1037852","0.33333333333333337","0.33333333333333337"
"1044188","0.25915404040404044","0.25915404040404044"
"1050524","0.0700757575757576","0.0700757575757576"
"1056860","0.04987373737373736","0.04987373737373736"
"1063196","0.05997474747474747","0.05997474747474747"
"1069532","0.07686237373737377","0.07686237373737377"
"1075868","0.04813762626262629","0.04813762626262629"
"1082204","0.27746212121212127","0.27746212121212127"
"1088540","0.2443181818181818","0.2443181818181818"
"1094876","0.05129419191919192","0.05129419191919192"
"1101212","0.060921717171717175","0.060921717171717175"
"1107548","0.061868686868686844","0.061868686868686844"
"1113884","0.060763888888888874","0.060763888888888874"
"1120220","0.0718118686868687","0.0718118686868687"
"1126556","0.2946654040404041","0.2946654040404041"
"1132892","0.2460542929292929","0.2460542929292929"
"1139228","0.0441919191919192","0.0441919191919192"
"1145564","0.06218434343434344","0.06218434343434344"
"1151900","0.05050505050505052","0.05050505050505052"
"1158236","0.04577020202020202","0.04577020202020202"
"1164572","0.04971590909090908","0.04971590909090908"
"1170908","0.27777777777777785","0.27777777777777785"
"1177244","0.2297979797979799","0.2297979797979799"
"1183580","0.051136363636363626","0.051136363636363626"
"1189916","0.0568181818181818","0.0568181818181818"
"1196252","0.05366161616161614","0.05366161616161614"
"1202588","0.05808080808080811","0.05808080808080811"
"1208924","0.0587121212121212","0.0587121212121212"
"1215260","0.3134469696969698","0.3134469696969698"
"1221596","0.2877209595959597","0.2877209595959597"
"1227932","0.29261363636363646","0.29261363636363646"
"1234268","0.26404671717171724","0.26404671717171724"
"1240604","0.06439393939393939","0.06439393939393939"
"1246940","0.06281565656565655","0.06281565656565655"
"1253276","0.04987373737373739","0.04987373737373739"
"1259612","0.26467803030303044","0.26467803030303044"
"1265948","0.2419507575757576","0.2419507575757576"
"1272284","0.05918560606060608","0.05918560606060608"
"1278620","0.06029040404040403","0.06029040404040403"
"1284956","0.04908459595959596","0.04908459595959596"
"1291292","0.06297348484848485","0.06297348484848485"
"1297628","0.061079545454545456","0.061079545454545456"
"1303964","0.2924558080808081","0.2924558080808081"
"1310300","0.24416035353535348","0.24416035353535348"
"1316636","0.05634469696969698","0.05634469696969698"
"1322972","0.05334595959595957","0.05334595959595957"
"1329308","0.06455176767676767","0.06455176767676767"
"1335644","0.0662878787878788","0.0662878787878788"
"1341980","0.058238636363636354","0.058238636363636354"
"1348316","0.273989898989899","0.273989898989899"
"1354652","0.2569444444444446","0.2569444444444446"
"1360988","0.05744949494949493","0.05744949494949493"
"1367324","0.051609848484848474","0.051609848484848474"
"1373660","0.03993055555555554","0.03993055555555554"
"1379996","0.06628787878787877","0.06628787878787877"
"1386332","0.32986111111111116","0.32986111111111116"
"1392668","0.005681818181818183","0.005681818181818183"
"1399004","0.2798295454545454","0.2798295454545454"
"1405340","0.0606060606060606","0.0606060606060606"
"1411676","0.050978535353535345","0.050978535353535345"
"1418012","0.05523989898989899","0.05523989898989899"
"1424348","0.07291666666666664","0.07291666666666664"
"1430684","0.054292929292929275","0.054292929292929275"
"1437020","0.2738320707070708","0.2738320707070708"
"1443356","0.2619949494949496","0.2619949494949496"
"1449692","0.041982323232323225","0.041982323232323225"
"1456028","0.055555555555555566","0.055555555555555566"
"1462364","0.04734848484848486","0.04734848484848486"
"1468700","0.06249999999999997","0.06249999999999997"
"1475036","0.04403409090909094","0.04403409090909094"
"1481372","0.2908775252525254","0.2908775252525254"
"1487708","0.24068813131313135","0.24068813131313135"
"1494044","0.04529671717171715","0.04529671717171715"
"1500380","0.04150883838383837","0.04150883838383837"
"1506716","0.04513888888888888","0.04513888888888888"
"1513052","0.056186868686868674","0.056186868686868674"
"1519388","0.05555555555555553","0.05555555555555553"
"1525724","0.2951388888888891","0.2951388888888891"
"1532060","0.2575757575757576","0.2575757575757576"
"1538396","0.0421401515151515","0.0421401515151515"
"1544732","0.047348484848484855","0.047348484848484855"
"1551068","0.04750631313131314","0.04750631313131314"
"1557404","0.05729166666666668","0.05729166666666668"
"1563740","0.06281565656565653","0.06281565656565653"
"1570076","0.34532828282828276","0.34532828282828276"
"1576412","0.28251262626262624","0.28251262626262624"
"1582748","0.08822601010101011","0.08822601010101011"
"1589084","0.04924242424242423","0.04924242424242423"
"1595420","0.0680239898989899","0.0680239898989899"
"1601756","0.05350378787878788","0.05350378787878788"
"1608092","0.053819444444444434","0.053819444444444434"
"1614428","0.30224116161616166","0.30224116161616166"
"1620764","0.2563131313131314","0.2563131313131314"
"1627100","0.06344696969696968","0.06344696969696968"
"1633436","0.06676136363636365","0.06676136363636365"
"1639772","0.06849747474747479","0.06849747474747479"
"1646108","0.06581439393939395","0.06581439393939395"
"1652444","0.057607323232323225","0.057607323232323225"
"1658780","0.30066287878787895","0.30066287878787895"
"1665116","0.24889520202020207","0.24889520202020207"
"1671452","0.056344696969696954","0.056344696969696954"
"1677788","0.06739267676767677","0.06739267676767677"
"1684124","0.03598484848484846","0.03598484848484846"
"1690460","0.0623421717171717","0.0623421717171717"
"1696796","0.05871212121212119","0.05871212121212119"
"1703132","0.3281250000000001","0.3281250000000001"
"1709468","0.2760416666666667","0.2760416666666667"
"1715804","0.07133838383838387","0.07133838383838387"
"1722140","0.04403409090909091","0.04403409090909091"
"1728476","0.03424873737373737","0.03424873737373737"
"1734812","0.06044823232323228","0.06044823232323228"
"1741148","0.07054924242424243","0.07054924242424243"
"1747484","0.3068181818181819","0.3068181818181819"
"1753820","0.27998737373737376","0.27998737373737376"
"1760156","0.06660353535353535","0.06660353535353535"
"1766492","0.039457070707070704","0.039457070707070704"
"1772828","0.05997474747474745","0.05997474747474745"
"1779164","0.0617108585858586","0.0617108585858586"
"1785500","0.0718118686868687","0.0718118686868687"
"1791836","0.3091856060606062","0.3091856060606062"
"1798172","0.27367424242424243","0.27367424242424243"
"1804508","0.07228535353535354","0.07228535353535354"
"1810844","0.04829545454545455","0.04829545454545455"
"1817180","0.03519570707070707","0.03519570707070707"
"1823516","0.040877525252525235","0.040877525252525235"
"1829852","0.05965909090909089","0.05965909090909089"
"1836188","0.29498106060606083","0.29498106060606083"
"1842524","0.25441919191919193","0.25441919191919193"
"1848860","0.041982323232323246","0.041982323232323246"
"1855196","0.04529671717171718","0.04529671717171718"
"1861532","0.04719065656565656","0.04719065656565656"
"1867868","0.05618686868686868","0.05618686868686868"
"1874204","0.05097853535353537","0.05097853535353537"
"1880540","0.29592803030303044","0.29592803030303044"
"1886876","0.2793560606060607","0.2793560606060607"
"1893212","0.06218434343434343","0.06218434343434343"
"1899548","0.05571338383838381","0.05571338383838381"
"1905884","0.03835227272727276","0.03835227272727276"
"1912220","0.05492424242424243","0.05492424242424243"
"1918556","0.06660353535353536","0.06660353535353536"
"1924892","0.29198232323232337","0.29198232323232337"
"1931228","0.25473484848484845","0.25473484848484845"
"1937564","0.040246212121212134","0.040246212121212134"
"1943900","0.2637310606060606","0.2637310606060606"
"1950236","0.2507891414141414","0.2507891414141414"
"1956572","0.05918560606060604","0.05918560606060604"
"1962908","0.0662878787878788","0.0662878787878788"
"1969244","0.3058712121212121","0.3058712121212121"
"1975580","0.2597853535353536","0.2597853535353536"
"1981916","0.05445075757575756","0.05445075757575756"
"1988252","0.05050505050505047","0.05050505050505047"
"1994588","0.04356060606060608","0.04356060606060608"
"2000924","0.054135101010100994","0.054135101010100994"
"2007260","0.05997474747474744","0.05997474747474744"
"2013596","0.2965593434343436","0.2965593434343436"
"2019932","0.2575757575757577","0.2575757575757577"
"2026268","0.052556818181818156","0.052556818181818156"
"2032604","0.056976010101010104","0.056976010101010104"
"2038940","0.04513888888888888","0.04513888888888888"
"2045276","0.05823863636363636","0.05823863636363636"
"2051612","0.04829545454545455","0.04829545454545455"
"2057948","0.275094696969697","0.275094696969697"
"2064284","0.2444760101010102","0.2444760101010102"
"2070620","0.050662878787878785","0.050662878787878785"
"2076956","0.04608585858585859","0.04608585858585859"
"2083292","0.04071969696969696","0.04071969696969696"
"2089628","0.05855429292929295","0.05855429292929295"
"2095964","0.05571338383838382","0.05571338383838382"
"2102300","0.33538510101010094","0.33538510101010094"
"2108636","0.27288510101010105","0.27288510101010105"
"2114972","0.058554292929292935","0.058554292929292935"
"2121308","0.05003156565656565","0.05003156565656565"
"2127644","0.050505050505050525","0.050505050505050525"
"2133980","0.06423611111111113","0.06423611111111113"
"2140316","0.03945707070707071","0.03945707070707071"
"2146652","0.27888257575757586","0.27888257575757586"
"2152988","0.24542297979797986","0.24542297979797986"
"2159324","0.04955808080808078","0.04955808080808078"
"2165660","0.044349747474747465","0.044349747474747465"
"2171996","0.03409090909090908","0.03409090909090908"
"2178332","0.056186868686868695","0.056186868686868695"
"2184668","0.047348484848484855","0.047348484848484855"
"2191004","0.2741477272727274","0.2741477272727274"
"2197340","0.27335858585858597","0.27335858585858597"
"2203676","0.06186868686868684","0.06186868686868684"
"2210012","0.0523989898989899","0.0523989898989899"
"2216348","0.06691919191919192","0.06691919191919192"
"2222684","0.24289772727272738","0.24289772727272738"
"2229020","0.29245580808080823","0.29245580808080823"
"2235356","0.2847222222222224","0.2847222222222224"
"2241692","0.2724116161616163","0.2724116161616163"
"2248028","0.0441919191919192","0.0441919191919192"
"2254364","0.056029040404040414","0.056029040404040414"
"2260700","0.0828598484848485","0.0828598484848485"
