"point","drift"
"10000","0.559612743115145"
"20000","0.4106436966551105"
"30000","0.35653919911697346"
"40000","0.31723013028131486"
"50000","0.33743343925474006"
"60000","0.42245954035610017"
"70000","0.4763715052873794"
"80000","0.4226506409754719"
"90000","0.5862400940290904"
"100000","0.7542142980602031"
"110000","0.667314866537598"
"120000","0.8417290352644249"
"130000","0.6732845889926333"
"140000","0.6083270144128393"
"150000","0.5850632508878341"
"160000","0.5699345452713648"
"170000","0.6343809604987806"
"180000","0.6134279639306449"
"190000","0.7444671214981291"
"200000","0.5027887919042323"
"210000","0.42777275075429816"
"220000","0.44778482481736487"
"230000","0.4461135486359584"
"240000","0.41150438335723255"
"250000","0.43200910141228943"
"260000","0.4494381137335441"
"270000","0.46618296828341155"
"280000","0.444072844073741"
"290000","0.45332064414170486"
"300000","0.4493627959673892"
"310000","0.4572782520001379"
"320000","0.4421461339125174"
"330000","0.448598377345394"
"340000","0.4214300440305969"
"350000","0.43335861880475174"
"360000","0.4086111147284668"
"370000","0.3915409611982006"
"380000","0.3701326844342025"
"390000","0.39986904256685"
"400000","0.4073384382014674"
"410000","0.4096417466723853"
"420000","0.41113280809353203"
"430000","0.4253150797224166"
"440000","0.42998064527371455"
"450000","0.385757406451128"
"460000","0.4317256674782199"
"470000","0.6385527918189118"
"480000","0.41475034897817614"
"490000","0.3918820027351356"
"500000","0.406485916467411"
"510000","0.38020854104301954"
"520000","0.4522243458328239"
"530000","0.4204226834442595"
"540000","0.40384994486697245"
"550000","0.4795436236909999"
"560000","0.5421939537081476"
"570000","0.4962293880869308"
"580000","0.502778865148955"
"590000","0.5275709275147883"
"600000","0.7264425674690338"
"610000","0.5321007186852122"
"620000","0.5459932486590195"
"630000","0.536235839166714"
"640000","0.4878251852888161"
"650000","0.4709693868394086"
"660000","0.4665619008079328"
"670000","0.4801628825635398"
"680000","0.4548535160489085"
"690000","0.48334949592093596"
"700000","0.4264626503607968"
"710000","0.649305781692083"
"720000","0.8371900967018294"
"730000","0.6137428148125134"
"740000","0.5594588683605153"
"750000","0.5512561502662909"
"760000","0.5187645855050274"
"770000","0.5347781961773126"
"780000","0.5156617418475758"
"790000","0.5249177427183367"
"800000","0.5719774628783136"
"810000","0.49586146766191613"
"820000","0.5652664881824211"
"830000","0.5724616961482734"
"840000","0.5311501076093242"
"850000","0.5156505040971172"
"860000","0.493271788839722"
"870000","0.5531835172198799"
"880000","0.5401440457767032"
"890000","0.495111288924699"
"900000","0.5076461831610587"
"910000","0.48170432204209734"
"920000","0.5122290604373072"
"930000","0.4915258455673945"
"940000","0.5427686010045036"
"950000","0.5177464633870121"
"960000","0.5493590983369147"
"970000","0.5357226278479826"
"980000","0.49875862320237574"
"990000","0.481368051427293"
"1000000","0.6615282706595411"
"1010000","0.46478675355823695"
"1020000","0.4474877689414579"
"1030000","0.4419772803419407"
"1040000","0.3909761556547775"
"1050000","0.41041748073359735"
"1060000","0.41630846432990765"
"1070000","0.4164847175814705"
"1080000","0.3962513610216229"
"1090000","0.37379239070643744"
"1100000","0.3681740405742324"
"1110000","0.4051732194757732"
"1120000","0.42482356120118364"
"1130000","0.4183977284226019"
"1140000","0.37721987433953647"
"1150000","0.39323937120044666"
"1160000","0.42662710492412037"
"1170000","0.44999857811356486"
"1180000","0.4441891063740891"
"1190000","0.4447842320290623"
"1200000","0.4347584067856895"
"1210000","0.4521319830720525"
"1220000","0.43005750372752183"
"1230000","0.4431545827894547"
"1240000","0.47817171955293203"
"1250000","0.4862860004635518"
"1260000","0.4760503773652417"
"1270000","0.43890529464134403"
"1280000","0.44449117456093096"
"1290000","0.5271573163327403"
"1300000","0.5088826145935764"
"1310000","0.49372999991176547"
"1320000","0.4970761434811668"
"1330000","0.5375163293040842"
"1340000","0.5753020244776955"
"1350000","0.5081688044459981"
"1360000","0.4384951972515683"
"1370000","0.517105699085737"
"1380000","0.522078913337266"
"1390000","0.4502369890246536"
"1400000","0.39648394773380036"
"1410000","0.3999299509462237"
"1420000","0.3948531284950215"
"1430000","0.3897224667345761"
"1440000","0.4140544895377851"
"1450000","0.40795782438864403"
"1460000","0.4961157319180533"
"1470000","0.4819230040857385"
"1480000","0.46217325439941837"
"1490000","0.471489188066669"
"1500000","0.42718740434985"
"1510000","0.6584813363960033"
"1520000","0.4862001617636042"
"1530000","0.4620591040846557"
"1540000","0.436099201706136"
"1550000","0.6117526755090199"
"1560000","0.4434753297563681"
"1570000","0.7441591872809394"
"1580000","0.5883535748900295"
"1590000","0.5381418990260014"
"1600000","0.49816501113692613"
"1610000","0.484532828797588"
"1620000","0.512646774751229"
"1630000","0.5089451942932667"
"1640000","0.5302036682459493"
"1650000","0.5023109322089374"
"1660000","0.6115350900747383"
"1670000","0.4925936967411959"
"1680000","0.5033080222841185"
"1690000","0.5636755159135004"
"1700000","0.5718735950230006"
"1710000","0.7135771596118021"
"1720000","0.6878870718206068"
"1730000","0.7018368007470401"
"1740000","0.6278089182464734"
"1750000","0.6908646375576972"
"1760000","0.4735765509844401"
"1770000","0.4786956746847072"
"1780000","0.44126804979722123"
"1790000","0.44327497022005535"
"1800000","0.5904963403037946"
"1810000","0.5493986968055734"
"1820000","0.7340960388067502"
"1830000","0.42829042115367905"
"1840000","0.3819211086618834"
"1850000","0.3384762375821345"
"1860000","0.4206091103063049"
"1870000","0.3978661979435755"
"1880000","0.5059761362864905"
"1890000","0.7376765497167278"
"1900000","0.47485113274629087"
"1910000","0.5086096126115167"
"1920000","0.518760101477179"
"1930000","0.5478288817371797"
"1940000","0.5991339035928771"
"1950000","0.444921292323503"
"1960000","0.4054177238989266"
"1970000","0.45837971185045484"
"1980000","0.4431944867647847"
"1990000","0.7792210386643508"
"2000000","0.5748704351049337"
"2010000","0.41855240412477795"
"2020000","0.33693914395492874"
"2030000","0.3880324583915058"
"2040000","0.3447667884388944"
"2050000","0.3583096560970889"
"2060000","0.3883992507094095"
"2070000","0.40845965359551295"
"2080000","0.49441801704354355"
"2090000","0.7930653667790454"
"2100000","0.7222696149972248"
"2110000","0.9037218114230695"
"2120000","0.7996589997623864"
"2130000","0.703401358796269"
"2140000","0.6650487793434515"
"2150000","0.7020713107461779"
"2160000","0.8407162935645471"
"2170000","0.765480270298017"
"2180000","0.7695116742394841"
"2190000","0.6605670535407355"
"2200000","0.5342060682286007"
"2210000","0.5523377950711602"
"2220000","0.5271262870423342"
"2230000","0.539218392572765"
"2240000","0.5645567621915509"
"2250000","0.5777404205903957"
"2260000","0.5933149491512569"
"2270000","0.5761968092382124"
"2280000","0.5645537409640128"
"2290000","0.5628165987123113"
"2300000","0.5548074676062101"
"2310000","0.5477228469369592"
"2320000","0.5601052275340641"
"2330000","0.5487886562458084"
"2340000","0.5354696121668139"
"2350000","0.529787819101621"
"2360000","0.4865279360320754"
"2370000","0.4663763181442614"
"2380000","0.48693421455999103"
"2390000","0.5029645872642198"
"2400000","0.5066564665360159"
"2410000","0.46351283419065287"
"2420000","0.45613527690898537"
"2430000","0.46586760162943064"
"2440000","0.38276206271228413"
"2450000","0.46482619307081396"
"2460000","0.7902000696893461"
"2470000","0.6120767468973651"
"2480000","0.5691509410316752"
"2490000","0.576875086095944"
"2500000","0.562862139230319"
"2510000","0.6509839323137757"
"2520000","0.6211541083251194"
"2530000","0.5935050943833251"
"2540000","0.6602402085631971"
"2550000","0.6816881341150257"
"2560000","0.6486686104820265"
"2570000","0.5911065721468528"
"2580000","0.6418891529154845"
"2590000","0.7222015357280018"
"2600000","0.7190368073901757"
"2610000","0.6883985613438204"
"2620000","0.6700677611922219"
"2630000","0.653000630630997"
"2640000","0.6010915042823733"
"2650000","0.5917118724464857"
"2660000","0.585482209508595"
"2670000","0.6049500673289289"
"2680000","0.6213681923905213"
"2690000","0.6158909201311075"
"2700000","0.6794824835506723"
"2710000","0.7559284917269778"
"2720000","0.7511423528749431"
"2730000","0.7160085006292987"
"2740000","0.6909759805204444"
"2750000","0.6808900439793977"
"2760000","0.7031884403165692"
"2770000","0.6491201638855779"
"2780000","0.6279275193797128"
"2790000","0.6479969530387467"
"2800000","0.6597375286937779"
"2810000","0.6445515706761829"
"2820000","0.6504241070546316"
"2830000","0.6389871624866199"
"2840000","0.6512824344112218"
"2850000","0.6393314014459918"
"2860000","0.6224664151027987"
"2870000","0.6214436547844182"
"2880000","0.6241078703190059"
"2890000","0.6411384918128357"
"2900000","0.6174754128406563"
"2910000","0.631382981030793"
"2920000","0.6817843197998665"
"2930000","0.6853149838085119"
"2940000","0.6675189430697561"
"2950000","0.6572422926975809"
"2960000","0.654861903852534"
"2970000","0.6537624730185903"
"2980000","0.6508354248981069"
"2990000","0.7220487471456791"
"3000000","0.6849400278376828"
"3010000","0.6732583612708187"
"3020000","0.6468707787513415"
"3030000","0.6314146381052848"
"3040000","0.6354625445427082"
"3050000","0.6177778053783823"
"3060000","0.5938330583915455"
"3070000","0.59463415374749"
"3080000","0.5918383732381305"
"3090000","0.573164045310915"
"3100000","0.5971180566775839"
"3110000","0.6229058443725141"
"3120000","0.6272835453341744"
"3130000","0.5944706246313579"
"3140000","0.5477041947883418"
"3150000","0.5791936712638937"
"3160000","0.5904098823382896"
"3170000","0.5880692535002481"
"3180000","0.616826853013741"
"3190000","0.6157470743321658"
"3200000","0.6413258314406818"
"3210000","0.6396815727107464"
"3220000","0.6296449631351863"
"3230000","0.6468274797151865"
"3240000","0.6640286682160758"
"3250000","0.6391961428489584"
"3260000","0.6004163726915638"
"3270000","0.6310453379606749"
"3280000","0.6127190141094282"
"3290000","0.6205600362494518"
"3300000","0.718148962725761"
"3310000","0.7013261576494708"
"3320000","0.7615300575949475"
"3330000","0.7646638226851316"
"3340000","0.747063143344214"
"3350000","0.6182818289546206"
"3360000","0.6512229623077879"
"3370000","0.686599835202167"
"3380000","0.6590755964435411"
"3390000","0.5919133811550275"
"3400000","0.5830581264558414"
"3410000","0.582525704504732"
"3420000","0.5821176707072114"
"3430000","0.5859249274218807"
"3440000","0.620304973243238"
"3450000","0.6477820622348058"
"3460000","0.6504433844484564"
"3470000","0.6615783136872668"
"3480000","0.6298264079760966"
"3490000","0.6246898553632837"
"3500000","0.7931778660783089"
"3510000","0.640213092602671"
"3520000","0.6499709977557191"
"3530000","0.629748431678519"
"3540000","0.6596523705396449"
"3550000","0.5630004130420982"
"3560000","0.7708732459031008"
"3570000","0.6700052380931806"
"3580000","0.5769105695479653"
"3590000","0.5879117751867012"
"3600000","0.6014355812340482"
"3610000","0.6108626343598419"
"3620000","0.603908903732019"
"3630000","0.6898498740829082"
"3640000","0.6851500107075321"
"3650000","0.7011015445471218"
"3660000","0.6870708773615711"
"3670000","0.6314741747907796"
"3680000","0.6730996734082096"
"3690000","0.7404537952863816"
"3700000","0.9221890004931085"
"3710000","0.7422504782188162"
"3720000","0.8852168749382389"
"3730000","0.64990916770244"
"3740000","0.8529013155199778"
"3750000","0.6648133051046197"
"3760000","0.6683177418992583"
"3770000","0.6516958186927649"
"3780000","0.6673758723772221"
"3790000","0.7095499131842695"
"3800000","0.5263906118459665"
"3810000","0.7188993749331528"
"3820000","0.6960406363676305"
"3830000","0.5555033858398782"
"3840000","0.5722591592829225"
"3850000","0.5968690271536937"
"3860000","0.5672139280924883"
"3870000","0.6171862162106769"
"3880000","0.9196945203000532"
"3890000","0.6899228974732372"
"3900000","0.6333996258081633"
"3910000","0.6215228896729805"
"3920000","0.5872840235500629"
"3930000","0.7919320032877525"
"3940000","0.7147306220901516"
"3950000","0.6402371312272908"
"3960000","0.6194786464447355"
"3970000","0.6369573716840836"
